County,State,Population,Per Capita Income,Poverty Count,Poverty Rate
Teton County,Montana,6086,28022,795,13.062767006243838
Toole County,Montana,4892,27528,518,10.588716271463614
Treasure County,Montana,668,29763,115,17.21556886227545
Valley County,Montana,7471,27946,819,10.962387899879534
Wheatland County,Montana,2142,21619,324,15.126050420168067
Wibaux County,Montana,1122,25591,132,11.76470588235294
Yellowstone County,Montana,159008,34451,15199,9.55863855906621
Adams County,Nebraska,31587,28729,3750,11.87197264697502
Antelope County,Nebraska,6341,26523,694,10.944645954896703
Arthur County,Nebraska,427,25906,57,13.348946135831383
Banner County,Nebraska,722,27552,42,5.8171745152354575
Blaine County,Nebraska,477,25097,62,12.997903563941298
Boone County,Nebraska,5279,33027,302,5.7207804508429625
Box Butte County,Nebraska,10970,28156,1514,13.801276207839564
Boyd County,Nebraska,1937,29871,172,8.879710893133712
Brown County,Nebraska,3015,30674,385,12.769485903814262
Buffalo County,Nebraska,49209,31043,6318,12.839114796073888
Burt County,Nebraska,6510,31635,788,12.104454685099848
Butler County,Nebraska,8029,30095,563,7.012081205629593
Cass County,Nebraska,25888,33851,1723,6.655593325092707
Cedar County,Nebraska,8498,30163,595,7.00164744645799
Chase County,Nebraska,3783,30080,359,9.489822891884748
Cherry County,Nebraska,5779,29415,446,7.717598200380689
Cheyenne County,Nebraska,9604,31294,906,9.43356934610579
Clay County,Nebraska,6203,27539,641,10.333709495405449
Colfax County,Nebraska,10714,23603,1291,12.049654657457532
Cuming County,Nebraska,8952,29765,606,6.769436997319035
Custer County,Nebraska,10826,33561,1222,11.287640864585258
Dakota County,Nebraska,20173,25269,3227,15.996629157785158
Dawes County,Nebraska,8810,25383,1144,12.985244040862657
Dawson County,Nebraska,23733,25956,2960,12.472085282096659
Deuel County,Nebraska,1831,26351,159,8.68377935554342
Dixon County,Nebraska,5719,27634,533,9.319811155796467
Dodge County,Nebraska,36665,28019,4452,12.14237010773217
Douglas County,Nebraska,560617,35307,65887,11.752586881953277
Dundy County,Nebraska,1913,25479,198,10.350235232618923
Fillmore County,Nebraska,5547,34483,469,8.455020731927169
Franklin County,Nebraska,2987,28365,424,14.194844325410111
Frontier County,Nebraska,2640,28899,226,8.56060606060606
Furnas County,Nebraska,4747,27021,512,10.78575942700653
Gage County,Nebraska,21594,29565,2251,10.42419190515884
Garden County,Nebraska,1864,35050,141,7.564377682403434
Garfield County,Nebraska,2001,29146,178,8.895552223888057
Gosper County,Nebraska,2013,37565,107,5.315449577744659
Grant County,Nebraska,722,23264,109,15.096952908587259
Greeley County,Nebraska,2382,26553,239,10.033585222502099
Hall County,Nebraska,61265,28359,7078,11.553089039418918
Hamilton County,Nebraska,9215,32131,468,5.078676071622355
Harlan County,Nebraska,3415,28919,354,10.366032210834554
Hayes County,Nebraska,893,31286,99,11.08622620380739
Hitchcock County,Nebraska,2815,30037,311,11.047957371225577
Holt County,Nebraska,10177,31785,783,7.693819396678786
Hooker County,Nebraska,693,27714,101,14.574314574314574
Howard County,Nebraska,6417,27489,505,7.8697210534517685
Jefferson County,Nebraska,7144,27461,790,11.058230683090706
Johnson County,Nebraska,5161,24072,351,6.801007556675064
Kearney County,Nebraska,6529,31094,637,9.756471128809926
Keith County,Nebraska,8068,29823,993,12.307882994546356
Keya Paha County,Nebraska,760,28853,57,7.5
Kimball County,Nebraska,3633,27478,388,10.679878887971373
Knox County,Nebraska,8426,28409,763,9.05530500830762
Lancaster County,Nebraska,313158,32378,37502,11.975424546075782
Lincoln County,Nebraska,35263,31567,3397,9.633326716388282
Logan County,Nebraska,927,24355,104,11.21898597626753
Loup County,Nebraska,605,27726,52,8.59504132231405
McPherson County,Nebraska,395,30063,68,17.21518987341772
Madison County,Nebraska,35080,28179,5069,14.449828962371722
Merrick County,Nebraska,7798,28795,915,11.733777891767119
Morrill County,Nebraska,4781,26951,404,8.450115038694832
Nance County,Nebraska,3544,29454,392,11.060948081264108
Nemaha County,Nebraska,6973,29574,746,10.698408145704862
Nuckolls County,Nebraska,4244,30078,467,11.003770028275211
Otoe County,Nebraska,15949,31450,1720,10.784375195937049
Pawnee County,Nebraska,2649,27162,492,18.57304643261608
Perkins County,Nebraska,2901,35765,144,4.963805584281282
Phelps County,Nebraska,9100,32864,841,9.241758241758241
Pierce County,Nebraska,7144,32040,555,7.768756998880179
Platte County,Nebraska,33174,30331,2836,8.548863567854344
Polk County,Nebraska,5225,30234,393,7.5215311004784695
Red Willow County,Nebraska,10768,27392,1215,11.283432392273403
Richardson County,Nebraska,7961,28309,954,11.983419168446176
Rock County,Nebraska,1414,36140,71,5.021216407355021
Saline County,Nebraska,14270,24627,2030,14.225648213034336
Sarpy County,Nebraska,181232,36058,10654,5.878652776551602
Saunders County,Nebraska,21165,33851,1700,8.032128514056225
Scotts Bluff County,Nebraska,36074,27978,4769,13.220047679769362
Seward County,Nebraska,17171,32040,1019,5.934424320074545
Sheridan County,Nebraska,5231,29477,886,16.937488051997708
Sherman County,Nebraska,3033,28448,368,12.133201450708869
Sioux County,Nebraska,1219,28646,104,8.531583264971287
Stanton County,Nebraska,5957,29117,366,6.144032230988753
Thayer County,Nebraska,5057,29632,474,9.373146134071582
Thomas County,Nebraska,645,36572,54,8.372093023255815
Thurston County,Nebraska,7181,20141,1813,25.24718005848768
Valley County,Nebraska,4206,29378,388,9.22491678554446
Washington County,Nebraska,20361,35145,1587,7.794312656549285
Wayne County,Nebraska,9332,27671,983,10.533647663951994
Webster County,Nebraska,3537,29969,371,10.48911506926774
Wheeler County,Nebraska,783,29037,103,13.154533844189018
York County,Nebraska,13745,32975,1243,9.043288468534012
Churchill County,Nevada,24259,28462,3119,12.857083968836308
Clark County,Nevada,2182004,30704,295030,13.521056789996718
Douglas County,Nevada,48132,38814,4170,8.663674894041385
Elko County,Nevada,52297,33875,6026,11.522649482761919
Esmeralda County,Nevada,969,25849,86,8.875128998968009
Eureka County,Nevada,1859,34249,148,7.9612694997310385
Humboldt County,Nevada,16828,33362,2208,13.12098882814357
Lander County,Nevada,5643,34000,543,9.62254120148857
Lincoln County,Nevada,5180,26432,253,4.884169884169884
Lyon County,Nevada,54380,27855,6293,11.572269216623758
Mineral County,Nevada,4460,22921,871,19.52914798206278
Nye County,Nevada,44380,25558,7157,16.12663361874718
Pershing County,Nevada,6615,19891,567,8.571428571428571
Storey County,Nevada,3988,37941,324,8.124373119358076
Washoe County,Nevada,456936,36071,50827,11.123439606421906
White Pine County,Nevada,9679,25675,1108,11.447463580948446
Carson City,Nevada,54773,31549,5960,10.881273620214339
Belknap County,New Hampshire,60887,37430,5186,8.51741751112717
Carroll County,New Hampshire,48138,37490,4272,8.87448585317213
Cheshire County,New Hampshire,76042,33946,6409,8.428237026906183
Coos County,New Hampshire,31741,27393,3675,11.57808512649255
Grafton County,New Hampshire,89777,37750,7968,8.875324414939238
Hillsborough County,New Hampshire,413035,40955,31468,7.618724805403901
Merrimack County,New Hampshire,149917,37367,9348,6.235450282489644
Rockingham County,New Hampshire,306359,47222,14096,4.6011378807216365
Strafford County,New Hampshire,129124,35601,11321,8.767541278151235
Sullivan County,New Hampshire,43104,33042,4939,11.458333333333332
Atlantic County,New Jersey,266105,33284,34691,13.036583303583171
Bergen County,New Jersey,930390,51214,61205,6.578424101720784
Burlington County,New Jersey,445702,43187,26671,5.984043149907337
Camden County,New Jersey,506738,35958,61187,12.074681590881283
Cape May County,New Jersey,93086,40389,8878,9.537417012225253
Cumberland County,New Jersey,151906,25694,23051,15.174515818993326
Essex County,New Jersey,795404,38722,122569,15.40965345912266
Gloucester County,New Jersey,291165,39337,21340,7.329177614067625
Hudson County,New Jersey,670046,40740,100869,15.05404106583727
Hunterdon County,New Jersey,124823,57098,5474,4.385409740192112
Mercer County,New Jersey,367922,43086,40980,11.138230385788292
Middlesex County,New Jersey,825920,39599,67683,8.194861487795428
Monmouth County,New Jersey,621659,51700,42734,6.874186652167828
Morris County,New Jersey,493379,58109,23212,4.704699632534015
Ocean County,New Jersey,596415,36100,59463,9.970071175272253
Passaic County,New Jersey,503637,32064,77841,15.45577469486952
Salem County,New Jersey,62990,34047,7651,12.146372440069852
Somerset County,New Jersey,329838,55828,16762,5.08188868474827
Sussex County,New Jersey,141483,44728,6920,4.891046980909367
Union County,New Jersey,554033,41603,52015,9.388429931069089
Warren County,New Jersey,105862,39802,7885,7.448376187867223
Bernalillo County,New Mexico,677858,30734,111693,16.477344812630374
Catron County,New Mexico,3526,21989,571,16.19398752127056
Chaves County,New Mexico,65144,22041,12280,18.850546481640674
Cibola County,New Mexico,26891,20018,6660,24.766650552229372
Colfax County,New Mexico,12168,24035,2316,19.03353057199211
Curry County,New Mexico,49732,23021,10186,20.481782353414303
De Baca County,New Mexico,2040,17376,323,15.833333333333332
Doña Ana County,New Mexico,216069,22154,55581,25.7237271427183
Eddy County,New Mexico,57732,30246,8323,14.416614702418071
Grant County,New Mexico,27669,25590,6460,23.347428530123963
Guadalupe County,New Mexico,4353,17420,561,12.887663680220538
Harding County,New Mexico,441,34721,63,14.285714285714285
Hidalgo County,New Mexico,4297,22009,1079,25.110542238771238
Lea County,New Mexico,70277,25585,10698,15.222619064558817
Lincoln County,New Mexico,19461,27454,2026,10.410564719181954
Los Alamos County,New Mexico,18625,60746,809,4.3436241610738255
Luna County,New Mexico,24083,17168,6553,27.210065191213715
McKinley County,New Mexico,72438,15931,24982,34.48742372787763
Mora County,New Mexico,4536,19864,903,19.90740740740741
Otero County,New Mexico,66137,23170,13816,20.889970818150204
Quay County,New Mexico,8326,19784,1659,19.925534470333893
Rio Arriba County,New Mexico,39159,22911,9351,23.87956791542174
Roosevelt County,New Mexico,18888,20123,4425,23.427573062261754
Sandoval County,New Mexico,142704,29255,18049,12.647858504316629
San Juan County,New Mexico,126515,23235,26075,20.61020432359799
San Miguel County,New Mexico,27738,20762,7392,26.64936188622107
Santa Fe County,New Mexico,149293,38520,18797,12.59067739277796
Sierra County,New Mexico,11031,25344,2849,25.82721421448645
Socorro County,New Mexico,16858,18948,4824,28.61549412741725
Taos County,New Mexico,32786,25646,5976,18.227292136887698
Torrance County,New Mexico,15519,20876,3590,23.13293382305561
Union County,New Mexico,4133,22116,670,16.210984756835227
Valencia County,New Mexico,76027,23675,12525,16.474410406829154
Albany County,New York,306968,37635,34570,11.261760183471893
Allegany County,New York,46688,24857,7047,15.09381425633996
Bronx County,New York,1435068,21778,392172,27.32776425925461
Broome County,New York,193188,28699,31945,16.5357061515208
Cattaraugus County,New York,77121,25822,12324,15.980083245808535
Cayuga County,New York,77425,30509,8812,11.38133677752664
Chautauqua County,New York,128496,26165,22398,17.430892790437056
Chemung County,New York,84895,28778,11136,13.117380293303494
Chenango County,New York,47909,27708,6368,13.291865828967417
Clinton County,New York,80583,27761,10902,13.528908082349874
Columbia County,New York,60371,38268,6777,11.22558844478309
Cortland County,New York,47865,28229,7272,15.19272955186462
Delaware County,New York,44995,27701,7071,15.715079453272585
Dutchess County,New York,293754,40093,25065,8.53264976817337
Erie County,New York,919355,33598,126806,13.792930913520893
Essex County,New York,37459,31667,3435,9.17002589497851
Franklin County,New York,50477,25406,7981,15.811161519107714
Fulton County,New York,53646,27443,7814,14.565857659471348
Genesee County,New York,57808,30511,6189,10.706130639357875
Greene County,New York,47424,28433,6167,13.003964237516868
Hamilton County,New York,4515,24851,443,9.811738648947951
Herkimer County,New York,62057,27850,8307,13.386080538859435
Jefferson County,New York,112842,26194,14897,13.201644777653708
Kings County,New York,2589974,34173,511631,19.754290969716298
Lewis County,New York,26572,26708,3540,13.322294144211952
Livingston County,New York,63591,28701,7572,11.907345379063075
Madison County,New York,71205,30469,6459,9.07099220560354
Monroe County,New York,743341,33840,103406,13.910977599782603
Montgomery County,New York,49302,26521,9544,19.358241044988034
Nassau County,New York,1356509,51422,74291,5.476631559392529
New York County,New York,1631993,76592,250913,15.374637023565665
Niagara County,New York,210820,30971,27857,13.213641969452613
Oneida County,New York,229959,29687,33715,14.661309189899068
Onondaga County,New York,462872,34002,62610,13.526417670543909
Ontario County,New York,109511,36835,9193,8.394590497758216
Orange County,New York,380085,34959,43142,11.350618940500151
Orleans County,New York,40904,26298,5226,12.776256600821437
Oswego County,New York,118339,28587,19213,16.23556055062152
Otsego County,New York,59972,28849,8154,13.59634496098179
Putnam County,New York,98787,47448,4847,4.906516039559861
Queens County,New York,2287388,31930,276447,12.085706491421657
Rensselaer County,New York,159185,35903,17963,11.284354681659705
Richmond County,New York,474893,36907,54621,11.501748814996219
Rockland County,New York,324422,39286,44404,13.687111231667396
St. Lawrence County,New York,108913,25378,17328,15.909946471036514
Saratoga County,New York,228502,43065,13148,5.75399777682471
Schenectady County,New York,154859,32417,17271,11.152726028193388
Schoharie County,New York,31222,30397,3612,11.568765613990136
Schuyler County,New York,17920,27678,2717,15.161830357142858
Seneca County,New York,34390,28245,3825,11.122419307938355
Steuben County,New York,96422,29886,12971,13.452324158387091
Suffolk County,New York,1483832,44465,100133,6.748270693717348
Sullivan County,New York,75116,30446,10999,14.642685979019118
Tioga County,New York,48686,31822,4899,10.062440948116503
Tompkins County,New York,102642,33075,16838,16.40459071335321
Ulster County,New York,178665,34834,23571,13.192846948199143
Warren County,New York,64276,35271,5997,9.330076544900118
Washington County,New York,61616,28530,6578,10.675798493897688
Wayne County,New York,90519,31043,10371,11.457263116030889
Westchester County,New York,968890,57049,83603,8.628740104655844
Wyoming County,New York,40305,27947,3933,9.758094529214738
Yates County,New York,25011,28270,2837,11.343009076006558
Alamance County,North Carolina,163324,27312,25621,15.687222943351864
Alexander County,North Carolina,37213,26688,4870,13.08682449681563
Alleghany County,North Carolina,11008,23267,2552,23.183139534883722
Anson County,North Carolina,24902,21635,4499,18.06682194201269
Ashe County,North Carolina,26863,24814,4317,16.07043144846071
Avery County,North Carolina,17506,21167,2123,12.127270650062835
Beaufort County,North Carolina,47168,27504,8689,18.42138738127544
Bertie County,North Carolina,19380,22947,4181,21.573787409700724
Bladen County,North Carolina,33407,23440,8008,23.9710240368785
Brunswick County,North Carolina,131815,33312,15402,11.6845579031218
Buncombe County,North Carolina,256886,32426,30542,11.889320554642916
Burke County,North Carolina,89968,24481,15784,17.544015650008895
Cabarrus County,North Carolina,206615,32255,20920,10.125111923142075
Caldwell County,North Carolina,81884,23869,12196,14.894240633090714
Camden County,North Carolina,10551,28221,969,9.183963605345465
Carteret County,North Carolina,69070,33722,7238,10.479223975676849
Caswell County,North Carolina,22684,23901,3928,17.316169987656497
Catawba County,North Carolina,157613,28224,20460,12.981162721349126
Chatham County,North Carolina,71338,40967,7169,10.049342566374163
Cherokee County,North Carolina,27969,23902,4593,16.421752654724877
Chowan County,North Carolina,14097,26256,2207,15.65581329360857
Clay County,North Carolina,10946,28467,1513,13.822400877032706
Cleveland County,North Carolina,97282,22589,19391,19.93277276371785
Columbus County,North Carolina,56068,22608,12101,21.582720981665123
Craven County,North Carolina,102491,29521,14773,14.413948541823185
Cumberland County,North Carolina,332861,24936,58132,17.464346979670193
Currituck County,North Carolina,26363,31849,2479,9.40333042521716
Dare County,North Carolina,36222,34578,3230,8.917232621059025
Davidson County,North Carolina,165381,25988,25091,15.17163398455687
Davie County,North Carolina,42257,31173,5835,13.808363111437158
Duplin County,North Carolina,58967,20254,12375,20.98631437922906
Durham County,North Carolina,311848,35398,45221,14.500974833893435
Edgecombe County,North Carolina,52648,20626,12317,23.395000759762954
Forsyth County,North Carolina,375195,30769,61366,16.355761670597957
Franklin County,North Carolina,66362,27294,8523,12.84319339380971
Gaston County,North Carolina,219271,27352,31210,14.233528373565132
Gates County,North Carolina,11548,25846,1548,13.404918600623484
Graham County,North Carolina,8509,20323,1428,16.782230579386532
Granville County,North Carolina,59328,27131,8031,13.536610032362459
Greene County,North Carolina,21033,19168,4255,20.230114581847573
Guilford County,North Carolina,527868,30767,80528,15.25532898376109
Halifax County,North Carolina,51190,21848,12864,25.129908185192416
Harnett County,North Carolina,132283,23767,20331,15.36932183273739
Haywood County,North Carolina,61053,30490,8087,13.245868343897923
Henderson County,North Carolina,114913,31564,12408,10.797733937848633
Hertford County,North Carolina,24012,20119,4786,19.931700816258537
Hoke County,North Carolina,53957,20991,10605,19.654539726078173
Hyde County,North Carolina,5213,18245,1125,21.58066372530213
Iredell County,North Carolina,175538,33194,18982,10.813613006870307
Jackson County,North Carolina,42938,25347,7296,16.99194186967255
Johnston County,North Carolina,196870,27924,24414,12.401076852745467
Jones County,North Carolina,9594,21928,2333,24.317281634354803
Lee County,North Carolina,60481,24842,9565,15.814884013161157
Lenoir County,North Carolina,56756,23865,12836,22.61611107195715
Lincoln County,North Carolina,82919,31771,9916,11.958658449812468
McDowell County,North Carolina,45227,24281,7402,16.36632984721516
Macon County,North Carolina,34813,28936,5323,15.290265130841926
Madison County,North Carolina,21499,25956,3342,15.544909065537931
Martin County,North Carolina,22849,23575,4463,19.53258348286577
Mecklenburg County,North Carolina,1074475,38819,122537,11.404360268968567
Mitchell County,North Carolina,15004,25009,1886,12.569981338309786
Montgomery County,North Carolina,27252,24636,4621,16.95655364743872
Moore County,North Carolina,97294,34606,10878,11.180545562932966
Nash County,North Carolina,94030,27406,13944,14.829309794746356
New Hanover County,North Carolina,227938,34288,35410,15.53492616413235
Northampton County,North Carolina,19946,22002,3941,19.758347538353554
Onslow County,North Carolina,195069,24413,23065,11.824021243765026
Orange County,North Carolina,144836,42231,18266,12.611505426827584
Pamlico County,North Carolina,12701,29092,1509,11.880954255570428
Pasquotank County,North Carolina,39514,24664,5800,14.678341853520271
Pender County,North Carolina,60399,29266,8334,13.798241692743257
Perquimans County,North Carolina,13430,27569,2008,14.951600893521967
Person County,North Carolina,39345,27329,6237,15.852077773541746
Pitt County,North Carolina,178433,27155,39314,22.032919919521614
Polk County,North Carolina,20557,30756,1992,9.690129882764994
Randolph County,North Carolina,143118,24397,21457,14.992523651811792
Richmond County,North Carolina,44997,21228,10935,24.3016201080072
Robeson County,North Carolina,132596,18709,35706,26.92841413013967
Rockingham County,North Carolina,91077,24209,16267,17.86071126629116
Rowan County,North Carolina,140296,25630,21660,15.43878656554713
Rutherford County,North Carolina,66599,23978,11712,17.58584963738194
Sampson County,North Carolina,63385,22875,13059,20.602666245957245
Scotland County,North Carolina,35076,19052,8897,25.364921883909226
Stanly County,North Carolina,61588,25863,7659,12.435864129375853
Stokes County,North Carolina,45781,26279,6229,13.60608112535768
Surry County,North Carolina,71971,25500,11651,16.188464798321547
Swain County,North Carolina,14260,23139,2455,17.215988779803645
Transylvania County,North Carolina,33775,29549,4679,13.85344189489267
Tyrrell County,North Carolina,4095,19743,749,18.29059829059829
Union County,North Carolina,231053,36362,18784,8.129736467390599
Vance County,North Carolina,44479,23049,9138,20.544526630544752
Wake County,North Carolina,1069079,40982,95198,8.90467402315451
Warren County,North Carolina,19898,23432,3751,18.85114081817268
Washington County,North Carolina,11922,23431,2612,21.909075658446568
Watauga County,North Carolina,54925,26882,12415,22.60355029585799
Wayne County,North Carolina,123603,25277,24383,19.726867470854266
Wilkes County,North Carolina,68469,25202,11929,17.422483167564884
Wilson County,North Carolina,81435,24790,16217,19.91404187388715
Yadkin County,North Carolina,37602,25218,5731,15.241210573905642
Yancey County,North Carolina,17760,24487,2883,16.23310810810811
Adams County,North Dakota,2311,33458,195,8.437905668541756
Barnes County,North Dakota,10706,35491,1155,10.78834298524192
Benson County,North Dakota,6873,21707,2174,31.631019933071443
Billings County,North Dakota,922,42071,86,9.327548806941431
Bottineau County,North Dakota,6502,35655,591,9.08951091971701
Bowman County,North Dakota,3148,34880,238,7.560355781448538
Burke County,North Dakota,2182,39350,127,5.8203483043079745
Burleigh County,North Dakota,94793,38804,7392,7.798044159378857
Cass County,North Dakota,176975,37620,18360,10.374346659132645
Cavalier County,North Dakota,3803,43457,406,10.675782277149619
Dickey County,North Dakota,4938,33539,247,5.002025111381126
Divide County,North Dakota,2335,40184,201,8.60813704496788
Dunn County,North Dakota,4395,42691,347,7.895335608646188
Eddy County,North Dakota,2301,35639,240,10.430247718383312
Emmons County,North Dakota,3310,33088,322,9.728096676737161
Foster County,North Dakota,3260,35299,229,7.024539877300613
Golden Valley County,North Dakota,1845,33111,134,7.262872628726287
Grand Forks County,North Dakota,70224,32153,10662,15.182843472317156
Grant County,North Dakota,2353,34786,297,12.622184445388864
Griggs County,North Dakota,2409,34882,182,7.555002075550021
Hettinger County,North Dakota,2547,34181,228,8.95170789163722
Kidder County,North Dakota,2466,31000,262,10.62449310624493
LaMoure County,North Dakota,4125,37220,592,14.351515151515152
Logan County,North Dakota,1872,32619,130,6.944444444444445
McHenry County,North Dakota,5878,36980,483,8.217080639673359
McIntosh County,North Dakota,2597,32131,245,9.433962264150944
McKenzie County,North Dakota,13334,36690,1490,11.174441277936104
McLean County,North Dakota,9584,36428,751,7.8359766277128555
Mercer County,North Dakota,8462,39025,591,6.984164500118176
Morton County,North Dakota,30868,39384,2240,7.256705973824025
Mountrail County,North Dakota,10321,36364,1072,10.386590446662144
Nelson County,North Dakota,2894,34491,325,11.230131306150657
Oliver County,North Dakota,1842,35565,147,7.980456026058631
Pembina County,North Dakota,6947,36251,498,7.168561969195336
Pierce County,North Dakota,4126,30756,663,16.068831798351916
Ramsey County,North Dakota,11583,34041,1389,11.991711991711991
Ransom County,North Dakota,5314,34665,331,6.22882950696274
Renville County,North Dakota,2442,34452,87,3.562653562653563
Richland County,North Dakota,16254,31346,1649,10.14519502891596
Rolette County,North Dakota,14511,20484,3863,26.621183929432846
Sargent County,North Dakota,3872,37105,159,4.106404958677686
Sheridan County,North Dakota,1409,32627,172,12.207239176721078
Sioux County,North Dakota,4373,15649,1641,37.525726046192545
Slope County,North Dakota,742,33798,56,7.547169811320755
Stark County,North Dakota,31081,38103,2660,8.55828319552138
Steele County,North Dakota,1744,39011,100,5.73394495412844
Stutsman County,North Dakota,20965,31991,2352,11.218697829716193
Towner County,North Dakota,2224,37239,227,10.206834532374101
Traill County,North Dakota,8008,33321,489,6.106393606393606
Walsh County,North Dakota,10751,34194,958,8.910798995442285
Ward County,North Dakota,68812,34923,6319,9.18299133871999
Wells County,North Dakota,3976,35134,336,8.450704225352112
Williams County,North Dakota,35208,44235,2108,5.98727561917746
Adams County,Ohio,27776,22366,5666,20.398905529953918
Allen County,Ohio,103175,26761,13819,13.39374848558275
Ashland County,Ohio,53536,26017,7048,13.164973102211597
Ashtabula County,Ohio,97830,24265,18825,19.2425636307881
Athens County,Ohio,65917,22040,16942,25.702019205971144
Auglaize County,Ohio,45729,31198,3773,8.250781779614687
Belmont County,Ohio,68024,27580,7900,11.613548159473128
Brown County,Ohio,43572,26696,6557,15.048655099605252
Butler County,Ohio,380019,31921,46018,12.109394530273486
Carroll County,Ohio,27332,29518,3306,12.095711985950535
Champaign County,Ohio,38845,27722,3845,9.898313811301326
Clark County,Ohio,134726,27066,19570,14.525778246218252
Clermont County,Ohio,204275,34390,18162,8.890955819361155
Clinton County,Ohio,41957,26690,6002,14.305121910527443
Columbiana County,Ohio,103190,26469,14196,13.757147010369222
Coshocton County,Ohio,36585,23432,5181,14.161541615416153
Crawford County,Ohio,41821,25744,6118,14.629014131656346
Cuyahoga County,Ohio,1247451,33114,213209,17.091573135938805
Darke County,Ohio,51513,27855,5331,10.348843981130978
Defiance County,Ohio,38160,29816,3809,9.981656184486374
Delaware County,Ohio,201135,48117,9530,4.738111218833122
Erie County,Ohio,74780,32790,8608,11.511099224391549
Fairfield County,Ohio,154457,32021,13930,9.018691286247952
Fayette County,Ohio,28620,26079,4551,15.90146750524109
Franklin County,Ohio,1290360,33998,197950,15.340680120276511
Fulton County,Ohio,42253,29600,3263,7.72252857785246
Gallia County,Ohio,30088,24130,6055,20.124302047327838
Geauga County,Ohio,93843,42958,5344,5.694617606001513
Greene County,Ohio,166502,35833,18252,10.962030486120288
Guernsey County,Ohio,39111,24742,7664,19.595510214517656
Hamilton County,Ohio,813589,35570,125456,15.420070821999806
Hancock County,Ohio,75837,32797,7937,10.465867584424489
Hardin County,Ohio,31425,23383,4029,12.821002386634845
Harrison County,Ohio,15211,24940,2380,15.646571560055222
Henry County,Ohio,27208,28830,2246,8.254925022052339
Highland County,Ohio,43016,23543,8213,19.09289566672866
Hocking County,Ohio,28390,25588,3681,12.96583303980275
Holmes County,Ohio,43901,23404,4283,9.756042003599006
Huron County,Ohio,58339,26133,7580,12.993023534856613
Jackson County,Ohio,32450,23254,5983,18.437596302003083
Jefferson County,Ohio,66371,26391,11207,16.885386689970016
Knox County,Ohio,61481,26390,7593,12.350156959060522
Lake County,Ohio,229954,34409,18325,7.9689851013681
Lawrence County,Ohio,60184,24562,10712,17.798750498471357
Licking County,Ohio,173750,31617,17750,10.215827338129497
Logan County,Ohio,45316,29424,5090,11.232235854885692
Lorain County,Ohio,307670,30928,40189,13.062372021971594
Lucas County,Ohio,431102,29226,78848,18.289871074594878
Madison County,Ohio,44135,29164,3518,7.970998074090857
Mahoning County,Ohio,229961,28378,39109,17.006796804675574
Marion County,Ohio,65299,24484,8790,13.46115560728342
Medina County,Ohio,177980,37788,10627,5.970895606247893
Meigs County,Ohio,23078,24899,4483,19.425426813415374
Mercer County,Ohio,40884,29765,2591,6.337442520301341
Miami County,Ohio,105371,31254,9521,9.03569293259056
Monroe County,Ohio,13942,26476,2356,16.898579830727297
Montgomery County,Ohio,531670,30034,85528,16.086670303007505
Morgan County,Ohio,14640,22937,2774,18.94808743169399
Morrow County,Ohio,35043,28257,3363,9.596781097508774
Muskingum County,Ohio,86131,25148,13396,15.55305290778001
Noble County,Ohio,14416,24440,1874,12.999445061043286
Ottawa County,Ohio,40632,34560,4044,9.952746603662138
Paulding County,Ohio,18809,28300,1843,9.798500717741506
Perry County,Ohio,36022,23484,6783,18.83015934706568
Pickaway County,Ohio,57762,27760,6431,11.133617257020187
Pike County,Ohio,28000,24318,5161,18.432142857142857
Portage County,Ohio,162511,30054,19808,12.18871337940201
Preble County,Ohio,41093,28890,4100,9.977368408244713
Putnam County,Ohio,33911,31743,2557,7.540326147857628
Richland County,Ohio,121100,25585,15321,12.651527663088357
Ross County,Ohio,76948,24913,12307,15.993917970577535
Sandusky County,Ohio,59029,27319,6706,11.360517711633266
Scioto County,Ohio,76040,23719,16330,21.475539189900054
Seneca County,Ohio,55351,27100,6663,12.037722895701975
Shelby County,Ohio,48749,29381,4240,8.697614310037128
Stark County,Ohio,372404,29495,49165,13.202060128247817
Summit County,Ohio,541334,33606,70281,12.982927360926896
Trumbull County,Ohio,200367,26935,33883,16.91046928885495
Tuscarawas County,Ohio,92335,27057,11645,12.61168570964423
Union County,Ohio,56707,37384,3143,5.542525614121714
Van Wert County,Ohio,28261,27115,3090,10.933795690173739
Vinton County,Ohio,13083,21781,2447,18.70366123977681
Warren County,Ohio,229132,41792,10071,4.395283068275056
Washington County,Ohio,60426,28782,8337,13.797041008837255
Wayne County,Ohio,116099,27884,12618,10.868310665897209
Williams County,Ohio,36816,27124,3966,10.772490221642764
Wood County,Ohio,130150,32431,15936,12.244333461390704
Wyandot County,Ohio,22000,28541,1611,7.322727272727272
Adair County,Oklahoma,22220,17026,6124,27.56075607560756
Alfalfa County,Oklahoma,5847,27615,433,7.405507097656919
Atoka County,Oklahoma,13823,20443,2538,18.360703175866313
Beaver County,Oklahoma,5377,24514,599,11.140040915008369
Beckham County,Oklahoma,22268,24480,3363,15.102389078498293
Blaine County,Oklahoma,9556,25851,981,10.265801590623692
Bryan County,Oklahoma,46457,23979,7728,16.634737499192802
Caddo County,Oklahoma,29242,23167,5274,18.035702072361673
Canadian County,Oklahoma,140455,30755,11389,8.108646897582855
Carter County,Oklahoma,48319,26094,7637,15.80537676690329
Cherokee County,Oklahoma,48664,22161,10362,21.292947558770344
